title,description,label
"[ThinkBook 16P Gen6_ADR_SIT_H_PF]Unit occur BSOD 0x116 W/ dumple file after resuming from S5.(F/R: 2/4 units, 2/4 cycles)","


 Test condition:

OS:Win11 24H2 OS Bulid 26100.3194

BIOS/EC:R7CN07WW(0.07)/R7EC07WW(0.07)

Image:Preload V6_0

Language: EN/CHS

Detect by:PFA005_EF_09 Battery leackage testcase

Tester:linxing.zhang

Fail scope:

Tested unit: 4units(A9N3225S01#3,A9N3225S02#5,A9N6425S04#3,A9N3225S05#3)

Failed unit: 2unit(A9N3225S02#5,A9N6425S04#3)

F/R: 2/4 units, 2/4 cycles

Observed symptom:

Unit occur BSOD 0x116 W/ dumple file after resuming from S5.

Mark:

1.Issue cannot verify on Discrete mode.

2.Log path:

ftp://samxvm@112.29.107.194/public/RD/1.TB 16P Gen6 ADR AFR/log/PER/SKU4-3 BSOD 0x116 S5唤醒.zip

ftp://samxvm@112.29.107.194/public/RD/1.TB 16P Gen6 ADR AFR/log/PER/SKU2-5 BSOD 0x116 S5唤醒.zip

Expected behavior:

Unit can enter OS normally after resuming from S5.

How to recover:

force shutdown and power on

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

Pass on ThinkBook 16P Gen6_IAX



",3
[Yoga 9 2-in-1 14ILL 10_EVT_Stress ]Stress_S4_BSOD 0x1(ISST) when run S4 test(F/R:1/4units 1/627cycles),"
 Test configuration:

OS:24H2 26100.863

BIOS: Q9EC04WW/Q9CN04WW

Preload：Pure os+04driver

Language : EN

Detect by:

Detect by: stress_S4

Fail scope:

Test units: 4units(I7U3240S02-04,I7U1640S04-15,I7U1640S04-22,I7U1640S04-24)

Failed units: 1units(I7U1640S04-22)

F/R:1/4units 1/627cycles

discription:

BSOD 0x1 when run S4 test

Expected behavior:

No BSOD

How to recover:

Shutdown the unit and power on

",3
"[Win11 24H2][Y570FB4-AHP_Full_LAA_X4_H_PS]Unit occurred BSOD 0X116(NV TDR) when pause creator zone training under DC mode.(FR:1/5units,1/50cycles)","Test Condition:

Language:CHS

BIOS/EC: V10

Preload:V14

Creator zone:01.00.05.253

Test Result:

Test unit:A7N16D504#16;A7N16FDS02#18;A7N16FDS02#16;A7N16D504#24;A7N16D505#19

Fail unit: A7N16D504#16

Fail rate by untis: 1 out of 5 units.

Fail rate by times: 1 out of 50 cycles

Issue Description:

Unit occurred BSOD 0X116 when pause creator zone training under DC mode.

Expected Behavior:

Creator zone can training normal.

How to recover:

Auto restart.",3
"[Y5P MB1_SIT_X7_H/D_PS] The range of custome fan speed cannot be adjusted after changing the CPU Long Term Power Limit(Cross Loading)/GPU cTGP in Legion Space.(F/R: 2/2units, 4/4cycles)","Test configuration:

BIOS/EC: Q6CN18WW/Q6EC18WW

Image:Preload V33

OS build verision：Win11 24H2 26100.3476

Language: EN

Intel VGA driver:32.0.101.6629

NV VGA driver:32.0.15.7276

Legion Zone APP:2.0.2.10011

Legion Space:1.4.12.11

Detect by：SFA005_CF_01 FN+Q Mode Test Basic Function Test

Tester：jiamiao.feng

Fail scope:

Tested unit: 2units（I9N3225S01#2 ,I7N3225S04#19 ）

Failed unit：2units（I9N3225S01#2 ,I7N3225S04#19）

F/R: 2/2units, 4/4cycles(I9N3225S01#2@1,2/2cycles,I7N3225S04#19@1,2/2cycles)

Observed symptom:

The range of custom fan speed cannot be adjusted after changing the CPU Long Term Power Limit(Cross Loading)/GPU cTGP in Legion Space.

Mark:

The range of custom fan speeds can be adjusted in the Legion Zone APP.

Expected behavior:

When select ""Quiet Mode"", the adjustable range of custom fan speed is equal to the adjustable range of Balance mode;

When select ""Balance Mode"",the adjustable range of custom fan speed is equal to the adjustable range of Performance mode;

When select ""Performance Mode"",the 10th order of the Fan abscissa is locked at MAX Fan Speed.

How to recover:

Restart cannot recover.

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data",3
"[Yoga 9 2-in-1 14ILL 10_FVT]Test unit occurred BSOD 0x133 after enter into MS overnight when connect thinkpad thunderbolt3 workstation dock+Kensington thunderbolt4 dock+ThinkVision 4K monitor to TBT1 port .(F/R: 1/2units,1/4cycles)","





 Test configuration:

OS:24H2 26100.1457

Preload:V05

BIOS/EC: Q9CN07WW/Q9EC07WW

Language: EN

Detect by:IOA004_EF_02 TBT basic function test_V4.23.03.1        

Fail scope:

Test units: 2units(17U1628F03#9 17U3228F05#8 )

Failed units:1unit (17U1628F03#9)

Observed symptom:

 connect thinkpad thunderbolt3 workstation dock+Kensington thunderbolt4 dock+ThinkVision 4K monitor to TBT1 port ,then put system enter into MS overnight,Find test unit show black screen and power LED is breath.

Expected behavior:

 connect thinkpad thunderbolt3 workstation dock+Kensington thunderbolt4 dock+ThinkVision 4K monitor to TBT1 port ,then put system enter into MS overnight,system wake up from MS.

How to recover:

forced shutdown

Problem Isolation:

A) Unique to a certain system? No - Not depend on the system

B) Unique to a configuratiaon? No- not depend on config

C) Unique to OS? No- not depend on OS

D) Unique to a product? NA

E) Unique to a current version? No,FVT first test.

Cross Product:

NA






",3
"[Y5 HPT_SIT_H_BSF] System occur BSOD 0x13a when Play 4K online video with iQIYl client with low battery (F/R: 1/2units, 1/6 cycles)","

 BIOS/EC: RGCN13WW/RGEC13WW

Image：V10

OS build verision: Win11 24H2 build 26100.3194

Preload: V10

Language: EN/CHS

Issue Related KP/Device: NA

Detect by: BFA023 CF Low battery&Critical battery function test

Test tool: NA

Fail scope:

Tested units: 2 units（ A7N24WFS03-10，A7N1625S05-15）

Failed units: 1 units（ A7N1625S05-15）

F/R: 1/2 units，1/6 cycles

Test Device:NA

Fail Device:NA

Observed symptom:

System occur BSOD 0x13a when Play 4K online video with iQIYl client with low battery

Expected behavior:

System have no abnormal when Play 4K online video with iQIYl client with low battery 

How to recover:

force shutdown

Problem Isolation:

A) Unique to a certain system? No – not depend on unit

B) Unique to a configuration? No – not depend on configuration

C) Unique to OS? No – not depend on OS

D) Unique to a product? Yes- Only test on Y5 HPT

E) Unique to a current version? Yes– On test with V13 BIOS

Cross Product:

NA


",3
[Y5 KRK_FVT_H_PS]Unit cannot resume from MS(BSOD 0x20001)after enter MS by close lid（AC）(F/R: 1/2units; 1/20cycles),"



OS: Win11 24H2 build 26100.3194

BIOS/EC:RYCN05WW/RYEC05WW

Preload: V04

Language: EN/CHS

AMD VGA driver：32.0.13032.4

NV driver：32.0.15.7246

 

Fail scope:

Tested units: 2 units（A7N3225F02#7,A7N3225F05#17）

Failed units: 1 units（A7N3225F02#7)

F/R: 1/2 units，1/20cycles

Observed symptom:

Unit cannot resume from MS(BSOD 0x20001)after enter MS by close lid

Expected behavior:

Unit should can resume from MS after enter MS by close lid

How to recover:

force shutdown

Problem Isolation:

A) Unique to a certain system? No – not depend on unit

B) Unique to a configuration? No – not depend on configuration

C) Unique to OS? No – not depend on OS

D) Unique to a product? Yes- Only test on Y5 KRK

E) Unique to a current version? Yes– On test with V5 BIOS

Cross Product:

NA



",3
[Yoga S990-16 Pro IMH FVT DIS]Stress_Portroyal_Occur BSOD 0x119 when run Portroyal test(F/R:5/34unitsunits),"
 Test configuration:

OS:23H2 22631.2199

BIOS/EC: NKCN09WW/NKEC09WW

preload:V7

Language: EN/CH

Tested units34units

Failed units:5units(I9N3232F03#6,I9N3232F03#15,I9N6432F01#13,I9N6432F01#19,I9N6432F01#20)

F/R:5/34units

Failed memory:32G-HYNIX,64G-HYNIX

Observed symptom:

Occur BSOD 0x119 when run Portroyal test

Expected behavior:

No BSOD during Poryroyal test

How to recover:

Shutdown the units and power on

",3
[S3_Gen10-IRH-R offline]Stress-BurnIn-Unit occur BSOD(0x50) and make noise when run BurnIn.(F/R:1/66 units),"



 Test configuration:

OS: 26100.1591

BIOS/EC:QDCN17WW/QDEC17WW

Image:V16

Language:EN/CHS

Tool version:BurnIn 10.2_1013

Fail scope:

Tested units:66

Failed units:12#12(HR)

FR:1/66 units

Observed symptom:

Unit occur BSOD(0x50) and make noise when run BurnIn.

Error code/ message:0x50.

Expected behavior:

Unit have no error during running BurnIn.

How to recover:

Press power button 1s and power on.




",3
"[Y5P MB1_SIT_X7_D/H_PS]Distorted display occurs after plug in monitor via HDMI/Type-C/TBT port on extend/duplicate mode and change resolution.(F/R: 3/3units,6/18cycles)","
 Test configuration:

BIOS/EC: Q6CN17WW/Q6EC17WW

Image:Preload V30

OS build verision：Win11 24H2 26100.3323

Language: EN/CN

Intel VGA driver:32.0.101.6129

NV VGA driver:32.0.15.7267

Detect by：IOA006_CF_04 Basic function test external monitor test

Tester：shujuan.yu

Fail scope:

Tested unit: 3units（I9N3225S01#24,I9N3225S03#8,I7N3225S04#7）

Failed unit：3units（I9N3225S01#24,I9N3225S03#8,I7N3225S04#7）

F/R: 3/3units, 6/18cycles(I9N3225S01#24@1,5/6cycles,I9N3225S03#8@2,4/6cycles；I7N3225S04#7@1,3/6cycles)

Test monitors:ThinkVision P27pz-30,ThinkVision T27pz-30

Fail monitors:ThinkVision P27pz-30,ThinkVision T27pz-30

Observed symptom:

Distorted display occurs after plug in monitor via HDMI/Type-C/TBT port on extend/duplicate mode and change resolution.

Mark:

Issue cannot be duplicated on PC only/The second screen only mode.

Expected behavior:

Screen display normally after plug in monitor via HDMI/Type-C/TBT port on extend/duplicate mode and change resolution.

How to recover:

Change to PC only/The second screen only mode.

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data

",3
[S3_ARP10_SIT_SWPA]BSOD occurs(BugCheck Code:159) after resuming from S4 then connecting to a WiFi hotspot under AC mode.(F/R:1/22units;1/1100cycles),"


 Test configuration:

OS Build:Win11 24H2 (26100.1591)

BIOS/EC:QBCN12WW/QBEC12WW

Preload: V7_0

Wlan info:Liteon RTL8922AE

Fail scope:

Tested units: 22units

Failed units: 1units(8#17)

F/R:1/22units,1/1100cycles

Observed symptom:

BSOD occurs(BugCheck Code:159) after resuming from S4 then connecting to a WiFi hotspot under AC mode.

Log address:

ftp://112.29.107.194/public/RD/2.LNB_S3_GEN10_ARP\Stress\【8#17 BSOD】XiaoXin 16c ARP10_PF536368_2024_09_11_14_26_47

主机(H):112.29.107.194

端口(P):23

用户(U):sx2rd

密码(P):lcfc-R&D123

Expected behavior:

System works normally after resuming from S4 then connecting to a WiFi hotspot.

How to recover:

Can not recover



",3
"[ThinkBook 16P Gean6_ADR_SIT_H_Connectivity ]RTL8922AE WLAN:The system occur BSOD 0x7e W/ dump file when sharing mobile hotspot with connectting 6G wifi. (F/R: 1/2 units, 1/8 cycles)","


 Test condition:

BIOS/EC: R7CN07WW/R7EC07WW

Image: Preload V6

OS build verision: 26100.3194

Language:EN

Issue Related KP/Device: Fulian RTL8922AE WLAN

Issue Related Driver:Fulian RTL8922AE WLAN deiver:6102.24.108.324

Detect by:CTA001_CF_01 WLAN basic function test

Fail scope:

Tested units: 2units((H)A9N3225S05-10(RTL8922AE),(H)A9N3225S05-22(RTL8922AE))

Failed units: 1units((H)A9N3225S05-10(RTL8922AE))

F/R:1/2units((H)A9N3225S05-22@2/4cycles)

Observed symptom:

RTL8922AE WLAN:The system occur BSOD 0x7e W/ dump file when sharing mobile hotspot with connectting 6G wifi.

Mark:

1.log path:ftp://112.29.107.194/public/RD/1.TB 16P Gen6 ADR&AFR/log/NW/5-22 BSOD 0x7e ThinkBook 16p G6 ADR_PF58ZNW7_2025_03_03_01_19_53.zip

Expected behavior:

The system will not occur BSOD and without any abnormal behavior when sharing mobile hotspot with connectting 6G wifi.

How to recover:

Force shutdown can recover.

Problem Isolation:

A) Unique to a certain system? 

No

B) Unique to a configuratiaon? 

No - not depend on configuratiaon;

C) Unique to OS? 

No date

D) Unique to a product? 

No date

E) Unique to a current version? 

No date

Cross Product:

No RTL8922AE WLAN card on ThinkBook 16P IAX



",3
[Yoga S990-16 Pro IMH FVT]Stress_MS_BSOD 0xC0 without dump file when run MS stress test(F/R:1/54units 1/72413cycles),"
 Test configuration:

OS:23H2 22631.2265

BIOS/EC: NKCN11WW/NKEC11WW

preload:V9

Language: EN/CH

Tested units:54units

Failed units:1units(I7N1632F04Q#13)

F/R:1/54units 1/72413cycles

Observed symptom:

BSOD 0xC0 without dump file when run MS stress test

Expected behavior:

No BSOD during MS test

How to recover:

Shutdown the unit and power on

",3
"[Y7P MB1_FFRT_X11_D_CPU/GPU]Unit SW hang and BSOD 0xe2 when run the Games CSGO Benchmark.(FR:1/3units,3/18cycles）","Test configuration:

OS: Win11 24H2 build 26100.3323

BIOS/EC: Q7CN30WW/Q7EC30WW

Image:V47

Language: CN/EN

Detect by:PFA010_EF_02 Game Performance Test（Level 3 GPU）

Fail scope:

Tested units:SIT2_X7 1unit(I9N3225S12-19),SITR_X9(I9N6425S10-1),SIT2_X11 1unit(I9N6425S11-20)

Failed units:1unit(I9N6425S11-20)

FR:1/3units 3/18cycles(I9N3225S12-19 0/6cycles,I9N6425S10-1 0/6cycles,I9N6425S11-20 3/6cycles)

Issue Description:

Unit SW hang and BSOD 0xe2 when run the Games CSGO Benchmark.

Expected Behavior:

NO hang and BSOD

How to recover:

Force shutdown and wake up

A. Unique to certain system?

No

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

 

 ",3
"[Y7P MB1_SIT_X7/X9/X11_H/D_ST] Stress_WB_BSOD(0X1A)_""MEMORY_MANAGEMENT"" occurred W/O dump file (F/R: 1/38 units,1/11000 cycles)","Test condition

OS: Win11 24H2 build 26100.3323

Language: EN/CN

BIOS/EC: Q7CN26WW/Q7EC26WW

Preload: X7: V39; X9: V37; X11: V38

Detect by: STA004_CF Stress-Warmboot Test

Fail scope:

Tested units: 38 units 

Failed units: 1 units (X9-SKU5#4-H-I9N6425S08)

F/R: 1/38 units,1/11000 cycles

Observed symptom:

Stress_WB_BSOD(0X1A)_""MEMORY_MANAGEMENT"" occurred W/O dump file

Expected behavior:

No BSOD

How to recover:

NA

Problem Isolation:

A. Unique to certain system? No

B. Unique to a configuration? No

C. Unique to OS? No 

D. Unique to a product? No data

E. Unique to a current version? No data

Cross Product:

No data",3
"[Y5P MB1_FFRT_X7_H_PF]Quiet Mode & UMA Only Battclues 3.0 test result(SKU1: 232mins) cannot meet Lenovo SPEC(>240mins) (FR: 1/3units, 2/4 cycles)","

 Test configuration:

BIOS/EC: Q6CN23WW/Q6EC23WW

Image:Preload V36

OS build verision：Win11 24H2 26100.3775

Language:CN

Detect by:PFA005_CF_07 Battclues 2.0

Tester:man.zhang

Fail scope:

Tested unit: 3units(I9N3225S01-5,I9N3225S03-5,I7N3225S04-4)

Failed unit: 1units(I9N3225S01-5)

F/R:1/3units,2/4cycles

Remark:

BIOS: V17 Preload: V28 result PASS

I9N3225S01-5：249

I9N3225S03-5：251

I7N3225S04-4：266

BIOS: V23 Preload: V36 SKU1 result FAIL

I9N3225S01-5：232 & 221

I9N3225S03-5：241

I7N3225S04-4：255

Observed symptom:

Quiet Mode & UMA Only Battclues 3.0 test result(SKU1: 232mins) cannot meet Lenovo SPEC(>240mins)

Expected behavior:

Quiet Mode & UMA Only Battclues 3.0 test result can meet Lenovo SPEC(>240mins)

How to recover:

Cannot recover

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data


",3
"[S3_ARP10_BIOS V16+Preload V12_SWPA][RTL8922AE WLAN]BOSD(code:DIVER_IRQL_NOT_LESS_OR_EQUAL) occurs when connecting unit to the MLO network.(F/R:2/2units,8/10cycles)","
 Test configuration:

OS Build:Win11 24H2 (26100.1591)

BIOS/EC:QBCN016WW/QBEC16WW

Image:V12

RTL8922AE WLAN diver:6102.24.108.315

Test devices:ASUS BE98 PRO,Xiaomi BE5000,HUAWEI BE3 PRO 

Fail devices: Xiaomi BE5000,HUAWEI BE3 PRO 

Test case:CTA001_EF_04 WLAN advanced function test

Fail scope:

Tested units: 2units：8#12，1#26（RTL8922AE）

Failed units: 2units：8#12，1#26（RTL8922AE）

F/R:2/2units,8/10cycles

Observed symptom:

BOSD W/ dumple file (Point to WLAN)(code:DIVER_IRQL_NOT_LESS_OR_EQUAL) occurs when connecting unit to the MLO network.

Remark:

1.Unit fail when the AP security type is WPA2.

2.ASUS BE98 PRO opens MLO without WPA2 security type, so it is PASS.

Expected behavior:

System works normally when connecting unit to the MLO network.

How to recover:

Restart can recover.

",3
"[Y7_EVT_ES_H/D_IA]Lighting effect show abnormal(brightness change/flicker/effect change) with S3/S4/WB/CB under BIOS:DL or FW/OS:APP first priority.(F/R: 2/2 units,8/8 cycles)","



 Test condition:

BIOS/EC: RXCN06WW/RXEC06WW

Image: V11

OS build version: 26100.2605

Language: EN/CN

Driver list: V11

Issue Related KP/Device: NA

Issue Related Driver: NA

HW config: KB FW:V11

 CPU:Intel_ARL-HX CORE ULTRA7 255HX ,RAM:16G+16G(5600Mhz)Samsung, SSD:1T 2242Gen4(UMIS)

 CPU:Intel_ARL-HX CORE ULTRA9 275HX , RAM:16G+16G(5600Mhz)Micron, SSD:1T 2242Gen4(Kioxia)

Detect by: ADHOC

Test tool: NA

Fail scope:

Tested unit: 2 units (I7N3225E05#1,I9N3225E06#2)

Failed unit: 2 units (I7N3225E05#1,I9N3225E06#2)

F/R: 2/2 units,8/8 cycles

Test Device: NA

Fail Device: NA

Observed symptom:

Lighting effect show abnormal(brightness change/flicker/effect change) with S3/S4/WB/CB.

Expected behavior:

Lighting effect can not show abnormal(brightness change/flicker/effect change) with S3/S4/WB/CB.

How to recover:

Cannot recover

Problem Isolation:

A. Unique to certain system?

No

B. Unique to a configuration?

No

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version? 

No data

Cross Product:

Also Fail on Legion Pro 7 16IAX10H




",3
"[Y7P MB1_SIT_X9_H/D_ST] Stress_S3_Unit blackscreen acutlly BSOD oxa0 W/ dump(point to NV) (F/R: 8/57 units,8/24678 cycles)","

 Test condition

OS: Win11 24H2 build 26100.2605

Language: EN/CN

BIOS/EC: Q7CN21WW/Q7EC21WW

Preload: V23(x9)/V24(x7/x11)

Detect by: CF Stress-S3 Test

Fail scope:

Tested units: 57 units

Failed units: 8 units (I9N3225S04-7,I9N3225S05-5,I9N3225S05-15,I9N3225S05-16,I9N6425S06-5,I9N6425S06-9,I9N6425S06-10,I9N6425S06-15)

F/R: 8/57 units,8/24678 cycles

Observed symptom:

Stress_S3_Unit blackscreen acutlly BSOD oxa0 W/ dump(point to NV) (F/R: 8/57 units,8/24678 cycles)

Expected behavior:

No HW hang

How to recover:

Force to shut down and power on again

Problem Isolation:

A. Unique to certain system? No

B. Unique to a configuration? No

C. Unique to OS? No

D. Unique to a product? No data

E. Unique to a current version? No data

Cross Product:

No data


",3
"[ThinkBook 16P Gen6_ADR_SIT-R_H_PF]Performance_Units hangs up actually BSOD 0x116 W/ dump when run game CS2.(F/R: 1/2 units, 1/6 cycles)","Test condition:

OS:Win11 24H2 OS Bulid 26100.3775

BIOS/EC:R7CN13WW/R7EC13WW

Image:Preload V13

Language: CN

Detect by:PFA004_EF_05 Lenovo UX Performance 2.0

Tester:linxing.zhang

Fail scope:

Tested unit: 2units(A9N3225S03-3-R，A9N6425S04-3-R)

Failed unit: 1units(A9N6425S04-3-R)

F/R: 1/2 units, 1/6 cycles

Observed symptom:

Units hangs up actually BSOD 0x116 W/ dump when run game CS2.

Log:ftp://sx2rd@112.29.107.194/public/RD/1.TB 16P Gen6 ADR AFR/log/PER/V13 V13 SKU4-3 CS2 hang BSOD 0X116.zip

Expected behavior:

Units work normally when run game CS2.

How to recover:

Force shutdown.

Problem Isolation:

A. Unique to certain system?

Yes - Issue cannot be duplicated on SIT phase.

B. Unique to a configuration?

No - not depend on configuratiaon;

C. Unique to OS?

Yes - Only test on Win11 OS

D. Unique to a product?

No data

E. Unique to a current version?

Yes - Issue cannot be duplicated on V12 BIOS+V11 image.

Cross Product:

Pass on ThinkBook 16P Gen6_IAX",3
"[Y5 KRK_FVT_H_PS]Unit cannot resume from S4/S5(BSOD 0x20001 point AMD) when direct connected monitor to Type-C port or via C- HDMI dongle and do S4/S5 then resume(FR:3/3units,3/18cycles）","
 OS: Win11 24H2 build 26100.3194

BIOS/EC:RYCN06WW/RYEC06WW

Preload: V05

Language: EN/CHS

AMD VGA driver：32.0.13034.2

NV driver：32.0.15.7253

Test monitor：Thinkvision P27pz-30，lenovo 34WD-10

Test dongle：BIAZE，UGREEN，Apple

 

Fail scope:

Tested units: 3 units（A7N3225F05#18,A5N32WFF03#15，A7N32WFF04#15）

Failed units: 3 units（A7N3225F05#18,A5N32WFF03#15，A7N32WFF04#15)

F/R: 3/3 units，3/18cycles

Observed symptom:

Unit cannot resume from S4/S5(BSOD 0x20001 point AMD) when direct connected monitor to Type-C port or via C- HDMI dongle and do S4/S5 then resume（sometimes occur 0x18B，0x10E BSOD，tracking another issue）

Expected behavior:

System should work normally when direct connected monitor to Type-C port or via C- HDMI dongle and do S4/S5 then resume

How to recover:

force shutdown

Problem Isolation:

A) Unique to a certain system? No – not depend on unit

B) Unique to a configuration? No – not depend on configuration

C) Unique to OS? No – not depend on OS

D) Unique to a product? Yes- Only test on Y5 KRK

E) Unique to a current version? Yes– On test with V6 BIOS

Cross Product:

NA

",3
"[Y5P MB1_BIOSV26/PreloadV41_X7_H_PS]BSOD(0x10e) occurs when press CPU single-core with prima95.(F/R: 3/3units, 3/12cycles)","

 Test configuration:

BIOS/EC:Q6CN26WW/Q6EC26WW

Image:Preload V41

OS build verision:Win11 24H2 26100.3476

Language:EN/CN

Intel VGA driver:32.0.101.6737

NV VGA driver:32.0.15.7305

Detect by:CGA001_CF Intel CPU Test Core Function

Tester:zhu.tao

Fail scope:

Tested unit:3units(I9N3225S01#8,I9N3225S03#8,I7N3225S04#7)

Failed unit:3units(I9N3225S01#8,I9N3225S03#8,I7N3225S04#7)

F/R:3/3units,3/12cycles(I9N3225S01#8@2/4cycles,I9N3225S03#8@1/4cycles,I7N3225S04#7@1/4cycles)

Observed symptom:

BSOD(0x10e) occurs when press CPU single-core with prima95.

No need to test in DIS mode.

log put in FTP://112.29.107.194/public/RD/1.NPI Y5P IAX/PS/1#8 0x10e DC prime95加压单核CPU.zip

端口(P):21

用户(U):sx2rd

密码(P):lcfc-R&D123

Expected behavior:

System works normally when press CPU single-core with prima95.

How to recover:

force shutdown and power on

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data


",3
"[Y5P MB1 BIOSV26/PreloadV41 X7 D/H ST]Stress_FB_unit occur BSOD(0xD1) point to WLAN RTL8922AE when run  FB.(F/R:1/30units,1/8442cycles)","Test configuration:

BIOS/EC: Q6CN26WW/Q6EC26WW

Image:Preload V41

OS build verision：Win11 24H2 26100.3476

Language: EN/CN

Detect by：STA003_CF Stress-Coldboot Core Test

Tester：ning.sun

Fail scope:

Tested unit: 30units（I9N3225S01,I9N3225S03,I7N3225S04）

Failed unit：1units（I9N3225S01@1-10）

F/R: 1/30units,1/8442cycles

Observed symptom:

unit occur BSOD(0xD1) point to WLAN RTL8922AE when run FB.

Mark:

Log adress

ftp://112.29.107.194//public/RD/1.NPI Y5P IAX/ST/5-4

主机(H):112.29.107.194

端口(P):21

用户(U):sx2rd

密码(P):lcfc-R&D123

Expected behavior:

Unit have no error during running FB.

How to recover:

power button 1s.

Problem Isolation:

A. Unique to certain system?

No data

B. Unique to a configuration?

No data

C. Unique to OS?

No data

D. Unique to a product?

No data

E. Unique to a current version?

No data

Cross Product:

No data",3
"[Y7P MB1_SIT_X9_H/D_ST] Stress_S4_Unit occurred BSOD(0X20001) (F/R: 1/19units,1/4550cycles)","


 Test condition

OS: Win11 24H2 build 26100.2605

Language: EN/CN

BIOS/EC: Q7CN18WW/Q7EC18WW

Preload: V19

NV driver: 32.0.15.7169_NonWHQL

Intel VGA: 32.0.101.6129

Detect by: STA006_CF Stress-S4 Test

Fail scope:

Tested units: 19 units 

Failed units: 1 units ('I9N3225S02#17-D@30)

F/R: 1/19units,1/4550cycles

Observed symptom:

Stress_S4_Unit occurred BSOD(0X20001)

Expected behavior:

No BSOD

How to recover:

Force to shut down and power on again

Problem Isolation:

A. Unique to certain system? No

B. Unique to a configuration? No

C. Unique to OS? No 

D. Unique to a product? No data

E. Unique to a current version? No data

Cross Product:

No data



",3
"[YogaBook 9 141AH10-Camera FW-IA]With shutter to cover camera and adjust the screen brightness to incress/decrease,disable then enable the ALS setting find that the brightness bar not change.(F/R:2/3u,4/6cycles)", ,3
"[Light gaming_LOQ_SIT]""AC Max GPU Offset""/""AC Min GPU Offset"" value not change when change ""GPU to CPU Dynamic Boost""/""CPU to GPU Dynamic Boost"" in Custom Mode Performance Setting page.( F/R:3/3units,6/6cycles).","
 Test configuration:

Language: EN

BIOS/EC:Q8CN09WW/Q8EC09WW

Preload:V08

Detect by: SFA005_CF_01 FN+Q mode test Basic function

Tested units:SKU1-19,sku7-7,sku5-9

Failed units:SKU1-19,sku7-7,sku5-9

F/R:3/3units,6/6cycles

 

Observed symptom:

""AC Max GPU Offset""/""AC Min GPU Offset"" value not change when change ""GPU to CPU Dynamic Boost""/""CPU to GPU Dynamic Boost"" in Custom Mode Performance Setting page.

Expected behavior:

""AC Max GPU Offset""/""AC Min GPU Offset"" value auto change when change ""GPU to CPU Dynamic Boost""/""CPU to GPU Dynamic Boost"" in Custom Mode Performance Setting page.

How to recover:

NA

",3
"[Light gaming_LOQ_SIT]Stress_3D Mark Steel Nomad-DX12_The 3D Mark score over ±5% gap on GN20-S7 GPU(SKU5,SKU6,SKU9) (FR:19/55 units)","

 Test configuration:

OS: 24H2:26100

BIOS: Q8CN06WW

EC: Q8EC06WW

Image: V06

Language:EN

Fail scope:

Tested units:ALL SKU

Failed unit:ALL SKU5,SKU6,SKU9

F/R:19/55 units

Observed symptom:

The 3D Mark score over &plusmn;5% gap on GN20-S7 GPU(SKU5,SKU6,SKU9)

Error code/message:NA

Expected behavior:

No any error/abnormal/BSOD

How to recover:NA

 


",3
"[Yoga S990-16 Pro IMH FVT]BIOS CSR prompt message can not meet test case after select ”Reinstall Windows from Cloud” . (F/R:2/2 units,4/4cycles)","
 Test configuration:

Preload: V08

BIOS/EC: NKCN10WW/NKEC10WW

Language: EN/SC

Detect by : BFA046_EF Lenovo BIOS CSR function check V4.23.03.1

Tested units: 2units(I7N1632F05Q#15，I7U1625F06Q#11)

Failed units: 2units (I7N1632F05Q#15，I7U1625F06Q#11)

F/R:2/2units,4/4cycles

Observed symptom:

Change BIOS setup language to Chinese,enable Secure Boot，Reinstall Windows from Cloud and UEFI Wi-Fi Network Boot,then press F12 enter Boot menu and select ""Reinstall Windows from Cloud"",find BIOS CSR prompt message not meet test case.

Expected behavior:

BIOS CSR prompt message can meet test case after select ”Reinstall Windows from Cloud”.

How to recover:

Restart can not recover.

Problem Isolation:

A) Unique to a certain system? No - Not depend on the system

B) Unique to a configuratiaon? No- not depend on config

C) Unique to OS? No- not depend on OS

D) Unique to a product?No-Also fail on C990 IMH 

E) Unique to a current version? Yes-Only test with V08 preload and V10 Bios

Cross Product:

Also fail on C990 IMH

",3
"[Yoga Book 9 13IMU9_NLS]Lenovo Limited Warranty file show English when system is Hungarian/Spanish/Norwegian/Finnish/Swedish/Greek.(F/R:2/2units,6/6cycles)","System abnormal
(BSOD/blackscreen/hang/lag)",3
